districtId,districtName,schoolId,schoolName,studentcount,teachercount,purchaseOrderNumber,startDate,expiryDate,totalLicenseCount,licenseConsumeCount,productTitles
__NO_DISTRICT__,No Parent District,37603,Klett,,,723587634234,2022-11-07,2026-05-27,100,27,"Getting Started with MagicBox, Klasse! A1, Klasse! A2, Klasse! B1, Mapas 1, Mapas 2, Mapas-3, Mapas-4, MB new course, MB:Testing_course, new course, Portfolio Deutsch Neu Level 1, Portfolio Deutsch Neu Level 2, Portfolio Deutsch Neu Level 3_4, Reporteros 1A, Reporteros 1B, Reporteros 2 Demo, Reporteros 2 Unit 1, Reporters Francophones 1, Reporters Francophones 1 thumb, Reporters Francophones 1A, Reporters Francophones 1B, Reporters Francophones 2, Test_Audio2401, upload test"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,, 690  The Covenant School (VA) ,2025-04-25,2025-11-10,3,2,"24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, Mapas 1, Mapas 2, Mapas 3, Mapas 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,, Arlington High School (TN)_DEMO,2025-02-24,2025-09-11,3,2,"Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,, Biloxi High School (MS)_DEMO,2025-03-11,2025-09-26,3,2,"Défi francophone 1, Défi francophone 2, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,, Cox Mill High School (NC) _DEMO,2025-02-18,2025-09-05,3,2,"Mapas 1, Mapas 2, Reporteros 1, Reporteros 2 "
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,, Northern Kentucky University (KY) DEMO,2025-06-24,2025-10-01,2,2,"Aula en acción 1, Aula en acción 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,, Springboro Schools (OH) DEMO,2025-04-29,2025-11-14,3,2,"24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, En busca de la verdad, Generación AP® - Sample Unit, Me despierto y bailo, Mi año de intercambio, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,, Union Christian Academy (AR) DEMO,2025-05-23,2025-08-30,3,2,"Alba y Gael 1, Alba y Gael 2, Alba y Gael 3, Alba y Gael inicial 1 - Sample pages, Aula en acción 1, Aula en acción 2, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,, University of Alabama Huntsville (AL) _DEMO,2025-01-19,2025-08-06,3,2,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,54547,Magic School,,,01010101_Das,2025-01-07,2026-01-06,15,15,Das Reporterteam 1 - Sample Unit
__NO_DISTRICT__,No Parent District,57816,MBQA School,,,09e39423,2023-09-21,2026-02-26,89,88,"24 horas en Barcelona, Assignment Workflow Test Course, Aula en acción 1, Aula en acción 2, Course Version, Course Versioning, Davvero 1, Davvero 2, Défi francophone 1, Défi francophone 2, Delete, Encyption/Decryption:Getting Started with MagicBox1, ID1 LERNEN (before-class), iFrame Resizer Approach2, Klasse! A1 - Sample unit, Klasse! A1 - The KWL Hub for Teachers, Klasse! A1 - The KWL Hub Textbook for Students , Klasse! A1 - The KWL Hub Workbook for Students , Klasse! A2 - The KWL Hub for Teachers, Klasse! A2 - The KWL Hub Textbook for Students , Klasse! A2 - The KWL Hub Workbook for Students , Klasse! B1 - The KWL Hub for Teachers, Klasse! B1 - The KWL Hub Textbook for Students , Klasse! B1 - The KWL Hub Workbook for Students , Klett Course, Magic Demo Course, Mapas 1, Mapas 1 Enriched eText Student Edition, Mapas 2, Mapas 3, Mapas 4, MB:Testing_course, Memory question, new, Portfolio Deutsch Neu, Level 1 - German Textbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 1 - German Workbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 1 - Teacher's Manual, Portfolio Deutsch Neu, Level 1 - Teacher's Manual. Florida Standards Edition, Portfolio Deutsch Neu, Level 1 - Textbook, Portfolio Deutsch Neu, Level 1 - Workbook, Portfolio Deutsch Neu, Level 2 - German Textbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 2 - German Workbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 2 - Teacher's Manual. Florida Standards Edition, Portfolio Deutsch Neu, Level 2 - Teacher’s Manual, Portfolio Deutsch Neu, Level 2 - Textbook, Portfolio Deutsch Neu, Level 2 - Workbook, Portfolio Deutsch Neu, Level 3/4 - German Textbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 3/4 - German Workbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual, Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual. Florida Standards Edition, Portfolio Deutsch Neu, Level 3/4 - Textbook, Portfolio Deutsch Neu, Level 3/4 - Workbook, Proyectos, Proyectos 1, Proyectos 2, Reporteros 1, Reporteros 1 - Florida Standards Edition, Reporteros 1: The KWL Hub eBook, Reporteros 1: The KWL Hub Interactive, Reporteros 1: The KWL Hub Workbook, Reporteros 1A, Reporteros 1A - Florida Standards Edition, Reporteros 1B, Reporteros 1B - Florida Standards Edition, Reporteros 2 , Reporteros 2 - Florida Standards Edition, Reporteros 2 (Coming Soon), Reporteros 2: The KWL Hub eBook, Reporteros 2: The KWL Hub Interactive, Reporteros 2: The KWL Hub Workbook, Reporteros 3, Reporteros 3 - Florida Standards Edition, Reporteros 3: The KWL Hub eBook, Reporteros 3: The KWL Hub Interactive, Reporteros 3: The KWL Hub Workbook, Reporteros 4, Reporteros 4 - Sample unit, Reporteros 4: The KWL Hub eBook, Reporteros 4: The KWL Hub Interactive, Reporteros 4: The KWL Hub Workbook, Reporters francophones 1, Reporters francophones 1 - Florida Standards Edition, Reporters francophones 1: The KWL Hub eBook, Reporters francophones 1: The KWL Hub Interactive, Reporters francophones 1: The KWL Hub Workbook, Reporters francophones 1A, Reporters francophones 1A - Florida Standards Edition, Reporters francophones 1B, Reporters francophones 1B - Florida Standards Edition, Reporters francophones 2, Reporters francophones 2 - Florida Standards Edition, Reporters francophones 2: The KWL Hub eBook, Reporters francophones 2: The KWL Hub Interactive, Reporters francophones 2: The KWL Hub Workbook, Reporters francophones 3, Reporters francophones 3 - Sample unit, Reporters francophones 3: The KWL Hub eBook, Reporters francophones 3: The KWL Hub Interactive, Reporters francophones 3: The KWL Hub Workbook, SCORM Test 2025, Testing Reporters Francophones 1 R1 SE-WBK-Units 4-6 with 14 Interactives, upload test"
__NO_DISTRICT__,No Parent District,61256,Roycemore School,,,2024_ComplimentaryTeacherAccess_ReportersFranc1-2,2024-10-16,2026-07-03,5,3,"Reporters francophones 1, Reporters francophones 2"
__NO_DISTRICT__,No Parent District,60340,Lausanne Collegiate School (TN),,,230526-0308-KKM Reporteros 1 teacher 3YR,2023-08-08,2026-08-06,10,10,Reporteros 1
__NO_DISTRICT__,No Parent District,60340,Lausanne Collegiate School (TN),,,230526-0308-KKM Reporters francophones 1 teacher,2023-08-08,2026-08-06,10,10,Reporters francophones 1
__NO_DISTRICT__,No Parent District,60340,Lausanne Collegiate School (TN),,,230526-0308-KKM Reporters francophones 2 teacher,2023-08-08,2026-08-06,10,10,Reporters francophones 2
__NO_DISTRICT__,No Parent District,61245,Ideaventions Academy,,,5380245000014781265_Reporteros,2023-08-31,2026-08-30,35,20,"Mapas 4, Reporteros 1, Reporteros 2 , Reporteros 3"
__NO_DISTRICT__,No Parent District,60273,Cedar Cliff Local School District,,,65532_CEDARCLIFF_Reporteros4_all,2024-08-07,2025-09-10,100,3,Reporteros 4
__NO_DISTRICT__,No Parent District,60273,Cedar Cliff Local School District,,,65532_CEDARCLIFFS_Reporteros1_Teachers,2023-08-14,2026-08-13,60,51,Reporteros 1
__NO_DISTRICT__,No Parent District,60273,Cedar Cliff Local School District,,,65532_CEDARCLIFFS_Reporteros2_Teachers,2023-08-14,2026-08-13,40,34,Reporteros 2 
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,AATF/THEFRENCHREVIEW_DEMO,,,,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,AATF2025_DEMO,2025-07-06,2025-08-05,10,2,"Cap sur 1, Défi francophone 1, Reporters francophones 1"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,AATSP2025_DEMO,2025-06-25,2025-07-27,10,2,"Alba y Gael 1, Alba y Gael inicial 1 - Sample pages, Aula en acción 1, Generación AP® - Sample Unit, Mapas 1, Proyectos 1, Reporteros 1"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Academy of Holy Angels (MN)_DEMO,2024-11-20,2026-02-04,3,2,"Das Reporterteam 1 - Sample Unit, Klasse! A1 - The KWL Hub for Teachers, Klasse! A2 - The KWL Hub for Teachers, Klasse! B1 - The KWL Hub for Teachers, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,ACADEMYOFTHESACREDHEART_DEMO,2024-01-17,2025-08-23,3,2,Reporteros 1
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Acadiana Renaissance Charter Academy (LA)_DEMO,2025-02-07,2025-08-25,3,2,"En busca de la verdad, Mi año de intercambio, Reporteros 1A, Reporteros 1B, Reporteros 2 "
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,AccountPorter-Gaud School (SC),2025-06-04,2025-09-11,3,2,"Défi francophone 1, Défi francophone 2, Generación AP®"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Akins Early College High School (TX) DEMO,2025-03-26,2025-10-11,3,2,"Generación AP® - Sample Unit, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Alabama State Department of Education (AL) demo,2025-03-27,2025-10-12,3,2,"Alba y Gael 1, Das Reporterteam 1 - Sample Unit, Davvero 1, Davvero 2, Generación AP® - Sample Unit, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Alameda Unified School District (CA) _DEMO,2024-11-01,2025-07-31,3,2,"24 horas en Ciudad de México, En busca de la verdad, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4, Todo para todos"
__NO_DISTRICT__,No Parent District,60270,DIFU School,,,ALBAYGAELPO,2025-02-12,2027-07-31,90,3,"Alba y Gael 1, Alba y Gael 2, Alba y Gael 3"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Alexandria City Public Schools (VA) DEMO,2025-04-03,2026-05-07,5,3,"Reporteros 1, Reporteros 1A, Reporteros 1B, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Algonquin Regional High School (MA) ,2025-03-20,2025-09-27,3,2,"Défi francophone 1, Défi francophone 2, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Allegany County Public Schools (MD) Demo,2025-03-21,2025-10-06,3,2,"Generación AP® - Sample Unit, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Alliance Francaise of Atlanta (GA) demo,2025-07-23,2025-10-30,3,2,"Cap sur 1, Cap sur 2, Cap sur 3"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Alpha High School (TX) ,2025-06-04,2025-09-11,3,2,"Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Alverno College (WI),2025-06-02,2025-09-09,3,2,"24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, En busca de la verdad, Mapas 1, Mapas 2, Mapas 3, Me despierto y bailo, Mi año de intercambio, Proyectos, Proyectos 1, Proyectos 2, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Amsterdam High School (NY)_DEMO,2025-03-20,2025-08-31,3,2,"Reporteros 1, Reporteros 2 , Reporteros 3"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,AnkenyCommunitySchools (IA)_DEMO,2025-07-02,2025-10-09,3,2,"Défi francophone 2, Generación AP®, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Ann Arbor Public Schools (MI)_DEMO,2024-09-25,2025-10-29,3,3,"En busca de la verdad, Me despierto y bailo, Mi año de intercambio, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,AP Consultant IF DEMO,2025-07-11,2025-10-18,3,2,Generación AP®
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Appalachian State University (NC)_DEMO,2025-02-26,2025-09-13,3,2,"Aula en acción 1, Aula en acción 2, Proyectos 1, Proyectos 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Appalachian_State_University_DEMO,2025-03-04,2025-09-19,3,2,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 ZEIGEN (after-class), ID2 LERNEN (before-class), ID2 MACHEN (in-class), ID2 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Appleton Area School District (WI)_DEMO,2024-09-25,2025-10-29,3,3,"En busca de la verdad, Klasse! A1 - The KWL Hub for Teachers, Klasse! A2 - The KWL Hub for Teachers, Klasse! B1 - The KWL Hub for Teachers, Me despierto y bailo, Mi año de intercambio, Portfolio Deutsch Neu, Level 1 - Teacher's Manual, Portfolio Deutsch Neu, Level 1 - Textbook, Portfolio Deutsch Neu, Level 1 - Workbook, Portfolio Deutsch Neu, Level 2 - Teacher’s Manual, Portfolio Deutsch Neu, Level 2 - Textbook, Portfolio Deutsch Neu, Level 2 - Workbook, Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual, Portfolio Deutsch Neu, Level 3/4 - Textbook, Portfolio Deutsch Neu, Level 3/4 - Workbook, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,APPLEVALLEYUSD_DEMO,2023-11-28,2025-10-22,3,3,"Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,APSI (AP Summer Institute) _DEMO 2025,2025-05-28,2025-09-01,3,2,Generación AP®
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Archbishop Alter High School (OH) _DEMO,2025-03-11,2025-09-26,3,2,"Das Reporterteam 1 - Sample Unit, Klasse! A1 - The KWL Hub for Teachers, Klasse! A2 - The KWL Hub for Teachers, Klasse! B1 - The KWL Hub for Teachers, Portfolio Deutsch Neu, Level 1 - Teacher's Manual, Portfolio Deutsch Neu, Level 1 - Textbook, Portfolio Deutsch Neu, Level 1 - Workbook, Portfolio Deutsch Neu, Level 2 - Teacher’s Manual, Portfolio Deutsch Neu, Level 2 - Textbook, Portfolio Deutsch Neu, Level 2 - Workbook, Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual, Portfolio Deutsch Neu, Level 3/4 - Textbook, Portfolio Deutsch Neu, Level 3/4 - Workbook"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Archbishop_Murphy_HS_DEMO,2024-09-30,2025-08-15,3,2,"Défi francophone 1, Défi francophone 2, Generación AP® - Sample Unit, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,ARCHMEREACADEMY_DEMO,2023-10-26,2025-07-30,3,2,"Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Arizona State University (AZ)_DEMO,2025-02-11,2025-08-04,3,2,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,ASHLEYHALLSCHOOL_DEMO,2023-05-08,2025-09-30,4,2,"Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,ATHENSACADEMY_DEMO,2023-06-28,2025-07-29,4,2,"Generación AP® - Sample Unit, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Atlanta Spanish Immersion (GA) demo,2025-07-22,2025-10-30,3,2,"Alba y Gael 1, Alba y Gael 2, Alba y Gael 3, Alba y Gael Inicial 1, Alba y Gael Inicial 2, Aula en acción 1, Aula en acción 2, Generación AP®, Proyectos 1, Proyectos 2, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Atmosphere Academy (NY),2025-04-25,2025-08-02,3,2,"Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Aubrey Rogers High School (FL) _DEMO,2025-06-12,2025-12-28,3,2,"Generación AP®, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1 - Florida Standards Edition, Reporteros 2 - Florida Standards Edition, Reporteros 3 - Florida Standards Edition, Reporteros 4 - Florida Standards Edition"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,AUBURNUNIVERSITY_DEMO,2024-07-01,2025-08-04,3,2,"Défi francophone 1, Défi francophone 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Augsburg University APSI DEMO,2025-06-11,2025-09-18,3,2,"Défi francophone 1, Défi francophone 2, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Augustana College (IL)_DEMO,2025-03-06,2025-09-21,3,2,"Aula en acción 1, Aula en acción 2, Proyectos 1, Proyectos 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,AUGUSTAPREPARATORYDAYSCHOOL_DEMO,2024-07-22,2025-08-21,3,2,"Reporters francophones 1, Reporters francophones 1A, Reporters francophones 1B, Reporters francophones 2"
__NO_DISTRICT__,No Parent District,60270,DIFU School,,,AULADEMODIFU,2024-09-17,2026-08-17,40,23,"Aula en acción 1, Aula en acción 2"
__NO_DISTRICT__,No Parent District,78199,Austin Peay State University,,,Austin_Peay_State_University_TN_2025_2026_prof,2025-05-22,2026-06-15,1000,2,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 MACHEN (In-Class) - Instructor's Edition, ID1 ZEIGEN (after-class), ID2 LERNEN (before-class), ID2 MACHEN (in-class), ID2 MACHEN (In-Class) - Instructor's Edition, ID2 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Avoyelles Public Charter School (LA),2025-05-05,2025-11-20,3,2,"Défi francophone 1, Défi francophone 2, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Baker Web Academy (OR) DEMO,2025-06-16,2025-09-23,3,2,"Alba y Gael 1, Alba y Gael 2, Alba y Gael 3, Alba y Gael Inicial 1, Alba y Gael Inicial 2, Cap sur 1, Cap sur 2, Cap sur 3, Défi francophone 1, Generación AP®, Mapas 1, Mapas 2, Mapas 3, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Baldwin High School (PA) DEMO,2025-07-10,2025-10-17,3,2,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 MACHEN (In-Class) - Instructor's Edition, ID1 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Baltimore County Public Schools (MD)_DEMO,2025-02-25,2025-09-12,3,2,"Generación AP® - Sample Unit, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Baltimore County Public Schools (rep franc 2-4),2025-01-27,2026-03-02,3,2,"Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Baltimore County Public Schools_DEMO1,2025-01-21,2026-02-24,3,3,Reporteros 4
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Baltimore County Public Schools_DEMO2,2025-01-21,2026-02-24,3,2,Alba y Gael 1
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Baltimore County Public Schools_DEMO4,2025-01-21,2026-02-24,3,1,"Portfolio Deutsch Neu, Level 1 - Teacher's Manual, Portfolio Deutsch Neu, Level 1 - Textbook, Portfolio Deutsch Neu, Level 1 - Workbook, Portfolio Deutsch Neu, Level 2 - Teacher’s Manual, Portfolio Deutsch Neu, Level 2 - Textbook, Portfolio Deutsch Neu, Level 2 - Workbook, Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual, Portfolio Deutsch Neu, Level 3/4 - Textbook, Portfolio Deutsch Neu, Level 3/4 - Workbook"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Baltimore County Public Schools_DEMO5,2025-01-21,2026-02-24,3,2,"Reporters francophones 1, Reporters francophones 2, Reporters francophones 3"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,BASIS Independent Silicon Valley (CA) Demo,2025-07-01,2025-10-08,3,2,"Generación AP®, Mapas 1, Mapas 2, Mapas 3, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,BASTROPINDEPENDENTSCHOOL_DEMO,2024-11-01,2025-12-05,6,3,"24 heures à Bruxelles, 24 heures à la Réunion, 24 heures à Montréal, 24 heures à Paris, 24 heures en Bretagne, 24 heures en Provence, 24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, Klasse! A1 - The KWL Hub for Teachers, Klasse! A2 - The KWL Hub for Teachers, Klasse! B1 - The KWL Hub for Teachers, Me despierto y bailo, Mi año de intercambio, Portfolio Deutsch Neu, Level 1 - Teacher's Manual, Portfolio Deutsch Neu, Level 1 - Textbook, Portfolio Deutsch Neu, Level 1 - Workbook, Portfolio Deutsch Neu, Level 2 - Teacher’s Manual, Portfolio Deutsch Neu, Level 2 - Textbook, Portfolio Deutsch Neu, Level 2 - Workbook, Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual, Portfolio Deutsch Neu, Level 3/4 - Textbook, Portfolio Deutsch Neu, Level 3/4 - Workbook, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Bates College (ME),2025-05-23,2025-08-30,3,2,Generación AP®
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Bay Creek Middle School (GA) DEMO,2025-05-23,2025-08-30,3,2,"Défi francophone 1, Défi francophone 2, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Bayfront Charter High School (CA),2025-05-05,2025-08-12,3,2,"Generación AP® - Sample Unit, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Baylor University (TX) DEMO,2025-05-13,2025-08-22,3,2,"Davvero 1, Davvero 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Bayside High School (NY) _DEMO,2025-01-07,2025-07-25,3,2,"24 heures à Bruxelles, 24 heures à la Réunion, 24 heures à Montréal, 24 heures à Paris, 24 heures en Bretagne, 24 heures en Provence, 24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, En busca de la verdad, Me despierto y bailo, Mi año de intercambio, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,69090,Klett World Languages Academy Canada,,,BAYVIEW_GLEN_INDEPENDENT_SCHOOL_DEMO_CAN,2024-08-01,2025-09-28,5,2,"Cap sur 1, Cap sur 2, Cap sur 3"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,BEARDENHIGHSCHOOL_DEMO2,2024-02-23,2025-12-22,3,2,"Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Beecher Hills Elementary School (GA)_DEMO,2025-04-22,2025-07-30,3,2,"Alba y Gael 1, Alba y Gael 2, Alba y Gael 3, Alba y Gael inicial 1 - Sample pages"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,BELLBROOKSUGARCREEKSCHOOLS_DEMO,2024-07-12,2025-09-02,3,2,"24 heures à Bruxelles, 24 heures à la Réunion, 24 heures à Montréal, 24 heures à Paris, 24 heures en Bretagne, 24 heures en Provence, 24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, En busca de la verdad, Generación AP® - Sample Unit, Me despierto y bailo, Mi año de intercambio, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,BELLFLOWERUNIFIEDSCHOOLDISTRICT_DEMO,2023-10-07,2025-08-25,3,2,"Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
