districtId,districtName,schoolId,schoolName,studentcount,teachercount,purchaseOrderNumber,startDate,expiryDate,totalLicenseCount,licenseConsumeCount,productTitles
__NO_DISTRICT__,No Parent District,68724,University of Massachusetts Amherst,,,Instructor,2025-07-22,2026-12-03,10,10,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 MACHEN (In-Class) - Instructor's Edition, ID1 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,75814,Canvas Sandbox KWL Demo 2025,,,Internal_Canvas_Sandbox_All_Books,2025-03-25,2030-01-01,50,9,"Aula en acción 1, Aula en acción 2, Davvero 1, Davvero 2, Défi francophone 1, Défi francophone 2, ID1 MACHEN (In-Class), ID1 ZEIGEN (after-class), Klasse! A1 - The KWL Hub for Teachers, Klasse! A2 - The KWL Hub for Teachers, Klasse! B1 - The KWL Hub for Teachers, Proyectos, Proyectos 1, Proyectos 2, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,75814,Canvas Sandbox KWL Demo 2025,,,Internal_KWLCanvasSandbox_Reporteros1-4_2025,2025-01-31,2030-01-01,20,14,"Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,International School Nido de Aguilas (Chile)_DEMO,2025-03-20,2025-10-09,3,2,"Alba y Gael 1, Alba y Gael inicial 1 - Sample pages, Reporteros 1, Reporteros 1A, Reporteros 1B, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,International Studies Charter HS (FL)_Demo,2025-05-20,2025-12-05,3,2,"Generación AP®, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1 - Florida Standards Edition, Reporteros 2 - Florida Standards Edition, Reporteros 3 - Florida Standards Edition, Reporteros 4 - Florida Standards Edition"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,IOWACITYCOMMUNITYSD_DEMO,2023-04-19,2025-10-22,3,2,"Generación AP®, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 1 eText Teacher Edition TO BE DELETED, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Island School (HI),2025-06-03,2025-09-10,3,2,"Generación AP®, Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Italian Cultural Society_DEMO,2025-05-01,2025-08-08,3,2,"Davvero 1, Davvero 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Italian for Fun (TN) DEMO,2025-04-30,2025-08-07,3,2,"Davvero 1, Davvero 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Ithaca City School District (NY) ,2025-05-26,2025-12-11,3,2,"Das Reporterteam 1, Das Reporterteam 2, Generación AP®"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Jacksboro Independent School District (TX) ,2025-04-16,2025-07-24,3,2,"Aula en acción 1, Aula en acción 2, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,JACKSONCOUNTYSCHOOLSga_DEMO,2024-01-17,2025-08-29,3,2,"Reporteros 1, Reporteros 2 , Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Jamestown High School (VA) demo,2025-07-22,2026-02-06,3,2,"Das Reporterteam 1, Das Reporterteam 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Jamestown Public Schools (ND)_DEMO,2025-01-23,2025-08-10,3,2,"24 heures à Bruxelles, 24 heures à la Réunion, 24 heures à Montréal, 24 heures à Paris, 24 heures en Bretagne, 24 heures en Provence, 24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Ciudad de México, Das Reporterteam 1 - Sample Unit, En busca de la verdad, Generación AP® - Sample Unit, Me despierto y bailo, Mi año de intercambio, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Jefferson Township High School (NJ),2025-04-25,2025-08-02,3,2,"Generación AP® - Sample Unit, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Jersey City Public Schools (NJ),2025-06-11,2025-12-27,3,2,"Alba y Gael 1, Alba y Gael 2, Alba y Gael 3, Alba y Gael inicial 1 - Sample pages"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Jesuit College Preparatory School Dallas (TX) DEMO,2025-03-24,2025-10-09,3,2,"Generación AP® - Sample Unit, Mapas 1, Mapas 2, Mapas 3, Mapas 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Jesuit High School (FL) DEMO,2025-03-24,2025-10-09,3,2,"En busca de la verdad, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Me despierto y bailo, Mi año de intercambio, Reporteros 1 - Florida Standards Edition, Reporteros 2 - Florida Standards Edition, Reporteros 3 - Florida Standards Edition, Reporteros 4 - Florida Standards Edition, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,JHS 157 Stephen Halsey (NY) demo,2025-07-15,2025-10-22,3,2,"Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,78498,John Jay College of Criminal Justice (NY),,,John_Jay_College_Criminal_Justice_2025_2026_prof,2025-06-06,2026-07-31,1000,5,"Proyectos 1, Proyectos 2"
__NO_DISTRICT__,No Parent District,78898,Johns Hopkins University (MD),,,Johns_Hopkins_University_2025_2026_prof,2025-06-27,2026-07-31,1000,3,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 MACHEN (In-Class) - Instructor's Edition, ID1 ZEIGEN (after-class), ID2 LERNEN (before-class), ID2 MACHEN (in-class), ID2 MACHEN (In-Class) - Instructor's Edition, ID2 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Joplin High School (MO),2025-05-29,2025-09-05,3,2,"24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, En busca de la verdad, Generación AP®, Me despierto y bailo, Mi año de intercambio, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Juan Diego Catholic School (UT)_DEMO,2025-06-04,2025-09-11,3,2,"Generación AP®, Proyectos"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Kalamazoo College (MI),2025-04-03,2025-10-19,3,2,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 ZEIGEN (after-class), ID2 LERNEN (before-class), ID2 MACHEN (in-class), ID2 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,68722,Kalamazoo College,,,Kalamazoo_College_2025_2026_prof,2025-06-20,2026-07-31,1000,3,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 ZEIGEN (after-class), ID2 LERNEN (before-class), ID2 MACHEN (in-class), ID2 MACHEN (In-Class) - Instructor's Edition, ID2 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Kansas City Public Schools (MO),2025-05-29,2025-12-14,3,2,"24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, Generación AP®, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,KAPPA NYC_DEMO,2025-01-30,2025-08-06,3,2,"Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Katy Independent School District _DEMO,2024-11-18,2025-12-22,3,2,"Portfolio Deutsch Neu, Level 1 - Teacher's Manual, Portfolio Deutsch Neu, Level 1 - Textbook, Portfolio Deutsch Neu, Level 1 - Workbook, Portfolio Deutsch Neu, Level 2 - Teacher’s Manual, Portfolio Deutsch Neu, Level 2 - Textbook, Portfolio Deutsch Neu, Level 2 - Workbook, Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual, Portfolio Deutsch Neu, Level 3/4 - Textbook, Portfolio Deutsch Neu, Level 3/4 - Workbook, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Kecoughtan High School (VA) DEMO,2025-03-25,2025-10-10,3,2,"Das Reporterteam 1 - Sample Unit, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Kensington Health Sciences Academy (PA) ,2025-05-22,2025-08-29,3,2,Generación AP® - Sample Unit
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Kent Denver School (CO) DEMO,2025-05-01,2025-08-08,3,2,"En busca de la verdad, Generación AP® - Sample Unit, Me despierto y bailo, Mi año de intercambio, Reporteros 3, Reporteros 4, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,79217,Kenyon College (OH),,,Kenyon_College_2025_2026_prof,2025-07-17,2026-07-31,1000,3,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 MACHEN (In-Class) - Instructor's Edition, ID1 ZEIGEN (after-class), ID2 LERNEN (before-class), ID2 MACHEN (in-class), ID2 MACHEN (In-Class) - Instructor's Edition, ID2 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Kern High School District (CA)_DEMO,2024-02-28,2025-09-06,5,2,"Reporteros 1, Reporteros 2 "
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,KINGGEORGEHIGHSCHOOL_DEMO,2024-10-25,2025-09-12,3,2,"Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Kingsway Regional School District (NJ) demo,2025-03-28,2025-10-13,3,2,"Davvero 1, Davvero 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Kirby Hall School (TX) DEMO,2025-07-23,2026-02-07,3,2,"Alba y Gael 1, Alba y Gael 2, Alba y Gael 3, Alba y Gael Inicial 1, Alba y Gael Inicial 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,KIRKWOODSCHOOLDISTRICT_DEMO,2024-02-15,2025-11-29,5,2,"Generación AP®, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,66557,Schoology Demo School,,,KlettSchoology_Sandbox_internal,2024-11-01,2028-02-13,40,10,"Aula en acción 1, Aula en acción 2, Davvero 1, Davvero 2, Défi francophone 1, Défi francophone 2, ID1 MACHEN (In-Class), ID1 ZEIGEN (after-class), ID2 LERNEN (before-class), ID2 MACHEN (in-class), ID2 ZEIGEN (after-class), Klasse! A1 - The KWL Hub for Teachers, Klasse! A2 - The KWL Hub for Teachers, Klasse! B1 - The KWL Hub for Teachers, Proyectos, Proyectos 1, Proyectos 2, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Klettwl,2025-05-29,2025-09-05,3,2,Davvero 1
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Knox_College_DEMO,2025-02-28,2025-09-15,3,2,"24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, Aula en acción 1, Aula en acción 2, Proyectos 1, Proyectos 2"
__NO_DISTRICT__,No Parent District,60263,All Saints Academy,,,KSO4355000002106417_AllSaintsReporteros3YRTeacher,2023-08-06,2026-08-05,4,3,"Reporteros 1, Reporteros 2 "
__NO_DISTRICT__,No Parent District,60237,Neenah Lutheran School,,,KSO4355000002106632_NeenahLutheran_Reporteros1,2023-08-04,2026-08-03,5,2,Reporteros 1
__NO_DISTRICT__,No Parent District,67560,Canvas - Kern High School District,,,KSO4355000002108181_ SouthHighSchool_Reporteros1-2,2024-06-21,2027-06-25,10,,"Reporteros 1, Reporteros 2 "
__NO_DISTRICT__,No Parent District,67560,Canvas - Kern High School District,,,KSO4355000002108186_RidgeviewHighSchool_Rep1-2,2024-06-21,2025-07-25,10000,,"Reporteros 1, Reporteros 2 "
__NO_DISTRICT__,No Parent District,72194,Pioneer Academy NJ,,,KSO4355000002109330_P202500716_Reporteros2,2024-09-18,2025-10-22,20,15,Reporteros 2 
__NO_DISTRICT__,No Parent District,72194,Pioneer Academy NJ,,,KSO4355000002109330_P202500716_Reporteros3,2024-09-18,2025-10-22,12,12,Reporteros 3
__NO_DISTRICT__,No Parent District,72194,Pioneer Academy NJ,,,KSO4355000002109667_P202501328_Reporteros1,2024-11-07,2025-12-11,17,17,Reporteros 1
__NO_DISTRICT__,No Parent District,72194,Pioneer Academy NJ,,,KSO4355000002109667_P202501328_Reporteros3,2024-11-07,2025-12-11,7,2,Reporteros 3
__NO_DISTRICT__,No Parent District,72194,Pioneer Academy NJ,,,KSO4355000002109667_P202501328_Reporteros4,2024-11-07,2025-12-11,9,9,Reporteros 4
__NO_DISTRICT__,No Parent District,67925,KWL Safari Montage Sandbox,,,KWL Safari Montage Sandbox,2024-07-03,2025-10-02,200,17,"Reporteros 1, Reporteros 2 , Reporteros 3, Reporters francophones 1"
__NO_DISTRICT__,No Parent District,59462,Klett World Languages Internal Team,,,KWL_Internal_allcontents2024,2023-12-28,2030-12-30,300,104,"24 heures à Bruxelles, 24 heures à la Réunion, 24 heures à Montréal, 24 heures à Paris, 24 heures en Bretagne, 24 heures en Provence, 24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, Alba y Gael 1, Alba y Gael 2, Alba y Gael 3, Alba y Gael Inicial 1, Alba y Gael Inicial 2, Aula en acción 1, Aula en acción 2, Cap sur 1, Cap sur 2, Cap sur 3, Das Reporterteam 1, Das Reporterteam 2, Davvero 1, Davvero 2, Défi francophone 1, Défi francophone 2, En busca de la verdad, Generación AP®, ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 MACHEN (In-Class) - Instructor's Edition, ID1 ZEIGEN (after-class), ID2 LERNEN (before-class), ID2 MACHEN (in-class), ID2 MACHEN (In-Class) - Instructor's Edition, ID2 ZEIGEN (after-class), Klasse! A1 - The KWL Hub for Teachers, Klasse! A1 - The KWL Hub Textbook for Students , Klasse! A1 - The KWL Hub Workbook for Students , Klasse! A2 - The KWL Hub for Teachers, Klasse! A2 - The KWL Hub Textbook for Students , Klasse! A2 - The KWL Hub Workbook for Students , Klasse! B1 - The KWL Hub for Teachers, Klasse! B1 - The KWL Hub Textbook for Students , Klasse! B1 - The KWL Hub Workbook for Students , Mapas 1, Mapas 2, Mapas 3, Mapas 4, Me despierto y bailo, Mi año de intercambio, Portfolio Deutsch Neu, Level 1 - German Textbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 1 - German Workbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 1 - Teacher's Manual, Portfolio Deutsch Neu, Level 1 - Teacher's Manual. Florida Standards Edition, Portfolio Deutsch Neu, Level 1 - Textbook, Portfolio Deutsch Neu, Level 1 - Workbook, Portfolio Deutsch Neu, Level 2 - German Textbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 2 - German Workbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 2 - Teacher's Manual. Florida Standards Edition, Portfolio Deutsch Neu, Level 2 - Teacher’s Manual, Portfolio Deutsch Neu, Level 2 - Textbook, Portfolio Deutsch Neu, Level 2 - Workbook, Portfolio Deutsch Neu, Level 3/4 - German Textbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 3/4 - German Workbook. Florida Standards Edition, Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual, Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual. Florida Standards Edition, Portfolio Deutsch Neu, Level 3/4 - Textbook, Portfolio Deutsch Neu, Level 3/4 - Workbook, Proyectos, Proyectos 1, Proyectos 2, Reporteros 1, Reporteros 1 - Florida Standards Edition, Reporteros 1-4 CTE Supplement, Reporteros 1A, Reporteros 1A - Florida Standards Edition, Reporteros 1B, Reporteros 1B - Florida Standards Edition, Reporteros 2 , Reporteros 2 - Florida Standards Edition, Reporteros 3, Reporteros 3 - Florida Standards Edition, Reporteros 4, Reporteros 4 - Florida Standards Edition, Reporters francophones 1, Reporters francophones 1 - Florida Standards Edition, Reporters francophones 1A, Reporters francophones 1A - Florida Standards Edition, Reporters francophones 1B, Reporters francophones 1B  - Canadian Edition, Reporters francophones 2, Reporters francophones 2 - Florida Standards Edition, Reporters francophones 3, Reporters francophones 3 - Florida Standards Edition, Reporters francophones 4, Reporters francophones 4 - Florida Standards Edition, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,KWL_Internal_allcontents2024CAN,2025-03-19,2025-12-31,10,1,"Alba y Gael 1, Alba y Gael 2, Alba y Gael 3, Alba y Gael Inicial 1, Alba y Gael Inicial 2, Generación AP®, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1 - Canadian Edition, Reporteros 2 - Canadian Edition, Reporteros 3 - Canadian Edition, Reporteros 4 - Canadian Edition"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,KWLGerman_generic_account_Feb2024,2024-02-12,2027-02-15,5,3,"Das Reporterteam 1, Das Reporterteam 1 - Sample Unit, Das Reporterteam 2, Klasse! A1 - The KWL Hub for Teachers, Klasse! A2 - The KWL Hub for Teachers, Klasse! B1 - The KWL Hub for Teachers, Portfolio Deutsch Neu, Level 1 - Teacher's Manual, Portfolio Deutsch Neu, Level 1 - Textbook, Portfolio Deutsch Neu, Level 1 - Workbook, Portfolio Deutsch Neu, Level 2 - Teacher’s Manual, Portfolio Deutsch Neu, Level 2 - Textbook, Portfolio Deutsch Neu, Level 2 - Workbook, Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual, Portfolio Deutsch Neu, Level 3/4 - Textbook, Portfolio Deutsch Neu, Level 3/4 - Workbook"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,KWLGerman_generic_account_HE,2025-03-18,2027-12-12,3,3,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 ZEIGEN (after-class), ID2 LERNEN (before-class), ID2 MACHEN (in-class), ID2 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,L.J.HAUSERJUNIORHIGHSCHOOL_DEMO,2024-02-14,2025-10-21,3,2,"Reporteros 1, Reporteros 2 "
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,La Escuelita (NS),2025-04-16,2025-11-01,3,2,"Alba y Gael 1, Alba y Gael 2, Alba y Gael 3, Alba y Gael Inicial 1, Alba y Gael Inicial 2, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,LA_JOLLA_COUNTRY_DAY_SCHOOL_DEMO,2024-05-24,2025-09-09,3,2,"Me despierto y bailo, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,75615,Lafayette College,,,Lafayette-College-Impuls-Prototype,2025-01-23,2026-07-31,1000,12,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 MACHEN (In-Class) - ANNOTATED INSTRUCTOR'S EDITION, ID1 MACHEN (In-Class) - Instructor's Edition, ID1 ZEIGEN (after-class), ID2 LERNEN (before-class), ID2 MACHEN (in-class), ID2 MACHEN (In-Class) - Instructor's Edition, ID2 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,LAFAYETTERPARISHSCHOOLSYSTEM_DEMO,2023-11-13,2025-10-19,3,2,"Reporteros 1, Reporteros 2 , Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Lake Forest Country Day School (IL)_DEMO,2025-06-10,2026-07-14,3,2,"Reporteros 1A, Reporteros 1B, Reporteros 2 , Reporters francophones 1A, Reporters francophones 1B, Reporters francophones 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Lake Local Schools (OH) DEMO,2025-06-18,2025-09-25,3,2,"24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, En busca de la verdad, Generación AP®, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Me despierto y bailo, Mi año de intercambio, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Lake Orion Community Schools (MI) DEMO,2024-04-29,2025-08-03,5,2,"Das Reporterteam 1 - Sample Unit, Klasse! A1 - The KWL Hub for Teachers, Klasse! A2 - The KWL Hub for Teachers, Klasse! B1 - The KWL Hub for Teachers"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Lake Wales Senior High School (FL) demo,2025-06-13,2025-12-29,3,2,"Generación AP®, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1 - Florida Standards Edition, Reporteros 2 - Florida Standards Edition, Reporteros 3 - Florida Standards Edition, Reporteros 4 - Florida Standards Edition"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,LAKEFORESTACADEMY_DEMO,2023-09-26,2025-10-30,3,2,Reporters francophones 4
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Lakeland High School (FL)_DEMO,2025-02-24,2026-03-11,3,2,"Generación AP® - Sample Unit, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1 - Florida Standards Edition, Reporteros 2 - Florida Standards Edition, Reporteros 3 - Florida Standards Edition, Reporteros 4 - Florida Standards Edition"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Lakeland Highland Preparatory School (FL) demo,2025-06-12,2025-12-28,3,2,"Défi francophone 1, Défi francophone 2, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Lamar High School (TX) demo,2025-07-24,2026-02-08,3,2,"24 heures à Bruxelles, 24 heures à la Réunion, 24 heures à Montréal, 24 heures à Paris, 24 heures en Bretagne, 24 heures en Provence, 24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, Das Reporterteam 1, Das Reporterteam 2, En busca de la verdad, Generación AP®, Historias extraordinarias, Mapas 1, Mapas 1-Resource, Mapas 2, Mapas 3, Mapas 4, Me despierto y bailo, Mi año de intercambio, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4, Todo para todos, Un gol fantástico, Unidos por el carnaval"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Langston Hughes High School (GA) DEMO,2025-06-11,2025-09-18,3,2,"24 horas en Barcelona, 24 horas en Buenos Aires, 24 horas en Ciudad de México, En busca de la verdad, Generación AP®, Me despierto y bailo, Mi año de intercambio, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Langston Hughes Middle School (VA) DEMO,2025-07-17,2025-10-24,3,2,"Reporteros 1, Reporteros 1A, Reporteros 1B"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Las Cruces Catholic School (NM),2025-05-23,2025-08-30,3,2,"Reporteros 1, Reporteros 2 , Reporteros 3"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Laurel School District (MS) ,2025-05-01,2025-08-08,3,2,"Reporteros 1, Reporteros 2 "
__NO_DISTRICT__,No Parent District,78161,Lawrence University (WI),,,Lawrence_University_2025_2026_prof,2025-05-20,2026-07-15,1000,4,"ID1 LERNEN (before-class), ID1 MACHEN (In-Class), ID1 MACHEN (In-Class) - ANNOTATED INSTRUCTOR'S EDITION, ID1 MACHEN (In-Class) - Instructor's Edition, ID1 ZEIGEN (after-class), ID2 LERNEN (before-class), ID2 MACHEN (in-class), ID2 MACHEN (In-Class) - Instructor's Edition, ID2 ZEIGEN (after-class)"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,LAWRENCEUNIVERSITY_DEMO,2024-07-16,2025-08-19,3,3,"Défi francophone 1, Défi francophone 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Lebanon High School (NH) DEMO,2024-06-06,2025-09-06,3,2,"Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Lee County High School  (GA) _DEMO,2025-06-10,2026-07-14,3,2,"Mapas 1, Mapas 2, Mapas 3, Mapas 4, Proyectos 1, Proyectos 2, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Legacy High School (TX)_DEMO,2025-06-12,2025-12-28,3,2,"En busca de la verdad, Generación AP®, Me despierto y bailo, Mi año de intercambio, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Lehman College CUNY_DEMO,2024-11-18,2025-11-30,3,2,"Aula en acción 1, Aula en acción 2, Proyectos 1, Proyectos 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Leon County Schools (FL)  DEMO,2025-04-29,2025-11-14,3,2,"Generación AP® - Sample Unit, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1 - Florida Standards Edition, Reporteros 2 - Florida Standards Edition, Reporteros 3 - Florida Standards Edition, Reporteros 4 - Florida Standards Edition"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,LEVITTOWNPUBLICSCHOOLS_DEMO,2023-09-08,2025-10-01,3,2,"Davvero 1, Davvero 2, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4"
