districtId,districtName,schoolId,schoolName,studentcount,teachercount
79278,Paradise Valley Unified School District,79281,Shadow Mountain High School,2,1
79383,Lodi Unified School District,79384,Lodi High School,63,1
79383,Lodi Unified School District,79385,Tokay High School,11,1
79412,Kingsport City Schools (TN),79413,Dobyns Bennett High School,80,1
__NO_DISTRICT__,No Parent District,78856,15740-Paradise Valley High School,,
__NO_DISTRICT__,No Parent District,78855,15740-North Canyon High School,,
__NO_DISTRICT__,No Parent District,78854,15740-~~ PV Schools Summer School,,
__NO_DISTRICT__,No Parent District,78853,15740-Sky Crossing Elementary School,,
__NO_DISTRICT__,No Parent District,78852,15740-Pinnacle High School,,
__NO_DISTRICT__,No Parent District,78851,15740-PVOnline School,,
__NO_DISTRICT__,No Parent District,78850,15740-~~ Community Ed School,,
__NO_DISTRICT__,No Parent District,78849,15740-Horizon High School,,
__NO_DISTRICT__,No Parent District,79355,Worcester Polytechnic Institute (MA),,
__NO_DISTRICT__,No Parent District,79305,Community Unit School District 300 (IL) DEMO,,
__NO_DISTRICT__,No Parent District,79298,Shawnee Mission School District KS,,
__NO_DISTRICT__,No Parent District,79217,Kenyon College (OH),,
__NO_DISTRICT__,No Parent District,79207,Gonzaga College High School - DC,,
__NO_DISTRICT__,No Parent District,79131,University of Pennsylvania (PA),,
__NO_DISTRICT__,No Parent District,60959,15648-West Covina High School,,
__NO_DISTRICT__,No Parent District,79113,University of Washington Bothell (WA),,
__NO_DISTRICT__,No Parent District,79076,Green Bay Area Public School District-CANVAS,,
__NO_DISTRICT__,No Parent District,79076,Green Bay Area Public School District-CANVAS,,
__NO_DISTRICT__,No Parent District,79076,Green Bay Area Public School District-CANVAS,,
__NO_DISTRICT__,No Parent District,79076,Green Bay Area Public School District-CANVAS,,
__NO_DISTRICT__,No Parent District,79066,Mississippi State University,,
__NO_DISTRICT__,No Parent District,74325,15634-Granby Memorial High School,,
__NO_DISTRICT__,No Parent District,74324,15634-Granby Memorial Middle School,,
__NO_DISTRICT__,No Parent District,79026,University of Rochester (NY),,
__NO_DISTRICT__,No Parent District,78931,Wofford College (SC),,
__NO_DISTRICT__,No Parent District,58901,15558-Walden School of Louisville (KY),,
__NO_DISTRICT__,No Parent District,78898,Johns Hopkins University (MD),,
__NO_DISTRICT__,No Parent District,78895,Hanover College (IN),,
__NO_DISTRICT__,No Parent District,78894,Vanderbilt University (TN),,
__NO_DISTRICT__,No Parent District,78066,The Browning School - Canvas2025-06-27 15:20:20.411,,
__NO_DISTRICT__,No Parent District,78875,Poudre School District DEMO,,
__NO_DISTRICT__,No Parent District,78875,Poudre School District DEMO,,
__NO_DISTRICT__,No Parent District,78875,Poudre School District DEMO,,
__NO_DISTRICT__,No Parent District,78862,St. Thomas Aquinas High School NJ,,
__NO_DISTRICT__,No Parent District,78862,St. Thomas Aquinas High School NJ,,
__NO_DISTRICT__,No Parent District,78862,St. Thomas Aquinas High School NJ,,
__NO_DISTRICT__,No Parent District,78839,New York University Berlin (DEU),,
__NO_DISTRICT__,No Parent District,78783,Mercy High School Burlingame - Schoology,,
__NO_DISTRICT__,No Parent District,78783,Mercy High School Burlingame - Schoology,,
__NO_DISTRICT__,No Parent District,78781,West Chester University (PA),,
__NO_DISTRICT__,No Parent District,78661,St. Olaf College (MN),,
__NO_DISTRICT__,No Parent District,73464,15505-Holten-Richmond Middle School,,
__NO_DISTRICT__,No Parent District,63927,15505-Main Street Middle School,,
__NO_DISTRICT__,No Parent District,63928,15505-Soledad High School,,
__NO_DISTRICT__,No Parent District,70266,Episcopal Day School (GA),,
__NO_DISTRICT__,No Parent District,70266,Episcopal Day School (GA),,
__NO_DISTRICT__,No Parent District,61210,15505-Online Learning Program 4x4,,
__NO_DISTRICT__,No Parent District,61119,15505-Online Learning Program Semester,,
__NO_DISTRICT__,No Parent District,59683,15505-Summer School - ESY,,
__NO_DISTRICT__,No Parent District,59682,15505-San Dieguito Summer School,,
__NO_DISTRICT__,No Parent District,59680,15505-Canyon Crest Academy,,
__NO_DISTRICT__,No Parent District,59676,15505-La Costa Canyon High School,,
__NO_DISTRICT__,No Parent District,59675,15505-Sunset High School,,
__NO_DISTRICT__,No Parent District,59669,15505-Torrey Pines High School,,
__NO_DISTRICT__,No Parent District,59665,15505-San Dieguito Academy,,
__NO_DISTRICT__,No Parent District,59662,15505-Oak Crest Middle School,,
__NO_DISTRICT__,No Parent District,59660,15505-Diegueno Middle School,,
__NO_DISTRICT__,No Parent District,59657,15505-Pacific Trails Middle School,,
__NO_DISTRICT__,No Parent District,59656,15505-Not Returning School,,
__NO_DISTRICT__,No Parent District,59655,15505-SDUHSD Inactives,,
__NO_DISTRICT__,No Parent District,59654,15505-Oak Crest Middle School Supplemental,,
__NO_DISTRICT__,No Parent District,59653,15505-Carmel Valley Middle School Supplemental,,
__NO_DISTRICT__,No Parent District,59652,15505-Transfer School,,
__NO_DISTRICT__,No Parent District,59651,15505-San Dieguito Union High School District,,
__NO_DISTRICT__,No Parent District,59650,15505-Earl Warren Middle School,,
__NO_DISTRICT__,No Parent District,59647,15505-Carmel Valley Middle School,,
__NO_DISTRICT__,No Parent District,58729,15505-San Dieguito HS Academy,,
__NO_DISTRICT__,No Parent District,61892,15505-Loveland High School,,
__NO_DISTRICT__,No Parent District,61893,15505-Harold Ferguson High School,,
__NO_DISTRICT__,No Parent District,61894,15505-Walt Clark Middle School,,
__NO_DISTRICT__,No Parent District,61895,15505-Thompson Valley High School,,
__NO_DISTRICT__,No Parent District,61896,15505-Turner Middle School,,
__NO_DISTRICT__,No Parent District,61897,15505-Mountain View High School,,
__NO_DISTRICT__,No Parent District,61898,15505-Berthoud High School,,
__NO_DISTRICT__,No Parent District,61442,15505-Lucile Erwin Middle School,,
__NO_DISTRICT__,No Parent District,61441,15505-Bill Reed Middle School,,
__NO_DISTRICT__,No Parent District,60334,15505-Jane Lathrop Stanford Middle,,
__NO_DISTRICT__,No Parent District,60335,15505-Frank S. Greene Jr. Middle,,
__NO_DISTRICT__,No Parent District,59885,15505-Palo Alto High,,
__NO_DISTRICT__,No Parent District,59887,15505-Henry M. Gunn High,,
__NO_DISTRICT__,No Parent District,60338,15505-Ellen Fletcher Middle,,
__NO_DISTRICT__,No Parent District,70729,15505-MOUNT VERNON HIGH SCHOOL,,
__NO_DISTRICT__,No Parent District,71096,15505-MOUNT BAKER MIDDLE SCHOOL,,
__NO_DISTRICT__,No Parent District,58727,15505-whatever2023-06-15 18:28:58.845,,
__NO_DISTRICT__,No Parent District,58719,15505-San Dieguito HS Academy2023-06-15 15:47:59.944,,
__NO_DISTRICT__,No Parent District,58716,15505-San Dieguito HS Academy2023-06-15 15:46:45.093,,
__NO_DISTRICT__,No Parent District,67198,15505-20631-St. Matthew Lutheran School,,
__NO_DISTRICT__,No Parent District,67215,15505-20631-Oxford High School,,
__NO_DISTRICT__,No Parent District,67216,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,67217,15505-20631-Genesee Christian School,,
__NO_DISTRICT__,No Parent District,67218,15505-20631-Lutheran High School-Westland,,
__NO_DISTRICT__,No Parent District,67219,15505-20631-Oakland Christian School,,
__NO_DISTRICT__,No Parent District,67220,15505-20631-Oxford Virtual Academy,,
__NO_DISTRICT__,No Parent District,67221,15505-20631-Online Learning,,
__NO_DISTRICT__,No Parent District,67205,15505-20631-Holy Family Catholic School,,
__NO_DISTRICT__,No Parent District,67206,15505-20631-St. Thomas More Academy,,
__NO_DISTRICT__,No Parent District,67207,15505-20631-Faith Baptist School,,
__NO_DISTRICT__,No Parent District,67208,15505-20631-Most Holy Trinity Catholic School,,
__NO_DISTRICT__,No Parent District,67209,15505-20631-St. Mary Cathedral Gaylord,,
__NO_DISTRICT__,No Parent District,67210,15505-20631-OMS Seated Pre-enrollment,,
__NO_DISTRICT__,No Parent District,67211,15505-20631-OVA Pre-enrollment,,
__NO_DISTRICT__,No Parent District,67212,15505-20631-Clear Lake Elementary,,
__NO_DISTRICT__,No Parent District,67213,15505-20631-Oxford Bridges High School,,
__NO_DISTRICT__,No Parent District,67214,15505-20631-Daniel Axford Elementary,,
__NO_DISTRICT__,No Parent District,67215,15505-20631-Oxford High School,,
__NO_DISTRICT__,No Parent District,67216,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,67217,15505-20631-Genesee Christian School,,
__NO_DISTRICT__,No Parent District,67218,15505-20631-Lutheran High School-Westland,,
__NO_DISTRICT__,No Parent District,67219,15505-20631-Oakland Christian School,,
__NO_DISTRICT__,No Parent District,67220,15505-20631-Oxford Virtual Academy,,
__NO_DISTRICT__,No Parent District,67221,15505-20631-Online Learning,,
__NO_DISTRICT__,No Parent District,67361,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,67658,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,67943,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,70980,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,71446,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,71722,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,71792,15505-20631-St. Mary Lake Leelanau School,,
__NO_DISTRICT__,No Parent District,71877,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,71878,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,72063,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,72177,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,72178,15505-20631-Oxford Middle School,,
__NO_DISTRICT__,No Parent District,59549,15505-West High School2023-07-25 21:04:47.697,,
__NO_DISTRICT__,No Parent District,59550,15505-South High School2023-07-25 21:04:37.948,,
__NO_DISTRICT__,No Parent District,59551,15505-North High School2023-07-25 21:04:30.777,,
__NO_DISTRICT__,No Parent District,59878,15505-Kirkwood High School,,
__NO_DISTRICT__,No Parent District,59889,15505-North Middle School,,
__NO_DISTRICT__,No Parent District,59890,15505-Westchester Elementary,,
__NO_DISTRICT__,No Parent District,59893,15505-Kirkwood Early Childhood,,
__NO_DISTRICT__,No Parent District,59894,15505-Robinson Elementary,,
__NO_DISTRICT__,No Parent District,59895,15505-North Glendale Elementary,,
__NO_DISTRICT__,No Parent District,59896,15505-Tillman Elementary,,
__NO_DISTRICT__,No Parent District,59897,15505-SSD Separate Placement,,
__NO_DISTRICT__,No Parent District,59898,15505-Nipher Middle School,,
__NO_DISTRICT__,No Parent District,59899,15505-Keysor Elementary,,
__NO_DISTRICT__,No Parent District,59900,15505-ASC,,
__NO_DISTRICT__,No Parent District,59901,15505-Default District Office (Auto-generated),,
__NO_DISTRICT__,No Parent District,71069,15505-15505-Lakeville North High School,,
__NO_DISTRICT__,No Parent District,71070,15505-15505-Lakeville South High School,,
__NO_DISTRICT__,No Parent District,71073,15505-15505-Lakeville Online Academy High School,,
__NO_DISTRICT__,No Parent District,76955,15505-Lakeville Pathways Academy,,
__NO_DISTRICT__,No Parent District,78490,San Francisco Day School,,
__NO_DISTRICT__,No Parent District,78571,Baltimore County Public Schools2025-06-11 21:34:38.98,,
__NO_DISTRICT__,No Parent District,78554,School District of Palm Beach County (FL) French DEMO,,
__NO_DISTRICT__,No Parent District,78501,Grace College (IN),,
__NO_DISTRICT__,No Parent District,78499,School District of Palm Beach County (FL) DEMO,,
__NO_DISTRICT__,No Parent District,78498,John Jay College of Criminal Justice (NY),,
__NO_DISTRICT__,No Parent District,78496,Santa Rosa Junior College (CA),,
__NO_DISTRICT__,No Parent District,78483,Carleton University (ON),,
__NO_DISTRICT__,No Parent District,78456,Schoology Support Ticket - LTI 1.3 Testing Tool,,
__NO_DISTRICT__,No Parent District,78455,University of Toronto (ON),,
__NO_DISTRICT__,No Parent District,78440,Grinnell College (IA),,
__NO_DISTRICT__,No Parent District,78440,Grinnell College (IA),,
__NO_DISTRICT__,No Parent District,54800,Google Classroom Test School,,
__NO_DISTRICT__,No Parent District,78425,City Colleges of Chicago (IL),,
__NO_DISTRICT__,No Parent District,78425,City Colleges of Chicago (IL),,
__NO_DISTRICT__,No Parent District,78351,University at Buffalo (NY),,
__NO_DISTRICT__,No Parent District,78325,Indiana University of Pennsylvania (PA),,
__NO_DISTRICT__,No Parent District,78310,University of St. Thomas (MN),,
__NO_DISTRICT__,No Parent District,78299,Franklin and Marshall College (PA),,
__NO_DISTRICT__,No Parent District,78293,Tulane University (LA),,
__NO_DISTRICT__,No Parent District,78213,Gregory-Portland Independent School District DEMO (TX),,
__NO_DISTRICT__,No Parent District,78199,Austin Peay State University,,
__NO_DISTRICT__,No Parent District,78172,College of the Holy Cross (MA),,
__NO_DISTRICT__,No Parent District,78166,Brown University (RI),,
__NO_DISTRICT__,No Parent District,78161,Lawrence University (WI),,
__NO_DISTRICT__,No Parent District,78154,Macalester College (MN),,
__NO_DISTRICT__,No Parent District,78149,Butler University (IN),,
__NO_DISTRICT__,No Parent District,78144,Massachusetts Institute of Technology (MA),,
__NO_DISTRICT__,No Parent District,77943,East Carolina University (NC),,
__NO_DISTRICT__,No Parent District,77942,Milwaukee School of Engineering (WI),,
__NO_DISTRICT__,No Parent District,77927,Punahou School (HI) - Canvas,,
__NO_DISTRICT__,No Parent District,77927,Punahou School (HI) - Canvas,,
__NO_DISTRICT__,No Parent District,77927,Punahou School (HI) - Canvas,,
__NO_DISTRICT__,No Parent District,77927,Punahou School (HI) - Canvas,,
__NO_DISTRICT__,No Parent District,77927,Punahou School (HI) - Canvas,,
__NO_DISTRICT__,No Parent District,77927,Punahou School (HI) - Canvas,,
__NO_DISTRICT__,No Parent District,77927,Punahou School (HI) - Canvas,,
__NO_DISTRICT__,No Parent District,77839,University of Cincinnati (OH),,
__NO_DISTRICT__,No Parent District,77808,University of North Georgia - Dahlonega (GA),,
__NO_DISTRICT__,No Parent District,77796,Bowdoin College (ME),,
__NO_DISTRICT__,No Parent District,77794,University of Southern Mississippi,,
__NO_DISTRICT__,No Parent District,77666,University of Delaware (DE),,
__NO_DISTRICT__,No Parent District,77616,Davidson College (NC),,
__NO_DISTRICT__,No Parent District,77576,Washington University in St. Louis,,
__NO_DISTRICT__,No Parent District,69726,Newton Public Schools,,
__NO_DISTRICT__,No Parent District,70356,University of Pittsburgh2025-04-14 20:07:54.512,,
__NO_DISTRICT__,No Parent District,77456,University of Pittsburgh (PA)2025-04-14 20:06:21.546,,
__NO_DISTRICT__,No Parent District,77440,West Chicago Community High School (IL),,
__NO_DISTRICT__,No Parent District,77440,West Chicago Community High School (IL),,
__NO_DISTRICT__,No Parent District,77440,West Chicago Community High School (IL),,
__NO_DISTRICT__,No Parent District,77440,West Chicago Community High School (IL),,
__NO_DISTRICT__,No Parent District,77388,Black Hills State University,,
__NO_DISTRICT__,No Parent District,77300,The International School Nido de Aguilas,,
__NO_DISTRICT__,No Parent District,77300,The International School Nido de Aguilas,,
__NO_DISTRICT__,No Parent District,77300,The International School Nido de Aguilas,,
__NO_DISTRICT__,No Parent District,77300,The International School Nido de Aguilas,,
__NO_DISTRICT__,No Parent District,77300,The International School Nido de Aguilas,,
__NO_DISTRICT__,No Parent District,77300,The International School Nido de Aguilas,,
__NO_DISTRICT__,No Parent District,77300,The International School Nido de Aguilas,,
__NO_DISTRICT__,No Parent District,77300,The International School Nido de Aguilas,,
__NO_DISTRICT__,No Parent District,77300,The International School Nido de Aguilas,,
__NO_DISTRICT__,No Parent District,59462,Klett World Languages Internal Team,,
__NO_DISTRICT__,No Parent District,59462,Klett World Languages Internal Team,,
__NO_DISTRICT__,No Parent District,59462,Klett World Languages Internal Team,,
__NO_DISTRICT__,No Parent District,77221,Bethel University,,
__NO_DISTRICT__,No Parent District,77193,New York University (NY),,
__NO_DISTRICT__,No Parent District,77193,New York University (NY),,
__NO_DISTRICT__,No Parent District,77193,New York University (NY),,
__NO_DISTRICT__,No Parent District,77192,The Ohio State University (OH),,
__NO_DISTRICT__,No Parent District,77184,University of Washington - WA,,
__NO_DISTRICT__,No Parent District,77061,Rochester Institute of Technology (NY),,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76853,Derby Unified School District 260 - Canvas,,
__NO_DISTRICT__,No Parent District,76523,Derby Unified School District 260 - Canvas2025-03-20 15:06:29.274,,
__NO_DISTRICT__,No Parent District,75776,22071-Derby Middle School,,
__NO_DISTRICT__,No Parent District,75777,22071-Derby High School,,
__NO_DISTRICT__,No Parent District,75779,22071-Derby North Middle School,,
__NO_DISTRICT__,No Parent District,76597,Swarthmore College,,
__NO_DISTRICT__,No Parent District,76419,Prince William County Public School UAT,,
__NO_DISTRICT__,No Parent District,60386,21729-Ballard High,,
__NO_DISTRICT__,No Parent District,60553,21729-Eastern High,,
__NO_DISTRICT__,No Parent District,60935,21729-Mill Creek Elementary,,
__NO_DISTRICT__,No Parent District,60936,21729-Rutherford Elementary,,
__NO_DISTRICT__,No Parent District,60937,21729-Grace M. James Academy of Excellence,,
__NO_DISTRICT__,No Parent District,71255,21729-Hawthorne Elementary,,
__NO_DISTRICT__,No Parent District,75911,DEMO - Tempe Union High School District (AZ),,
__NO_DISTRICT__,No Parent District,75911,DEMO - Tempe Union High School District (AZ),,
__NO_DISTRICT__,No Parent District,75814,Canvas Sandbox KWL Demo 2025,,
__NO_DISTRICT__,No Parent District,75814,Canvas Sandbox KWL Demo 2025,,
__NO_DISTRICT__,No Parent District,75728,Saratoga High School - Canvas,,
__NO_DISTRICT__,No Parent District,69206,Rabun Gap-Nacoochee School,,
__NO_DISTRICT__,No Parent District,69206,Rabun Gap-Nacoochee School,,
__NO_DISTRICT__,No Parent District,69206,Rabun Gap-Nacoochee School,,
__NO_DISTRICT__,No Parent District,69206,Rabun Gap-Nacoochee School,,
__NO_DISTRICT__,No Parent District,69206,Rabun Gap-Nacoochee School,,
__NO_DISTRICT__,No Parent District,75615,Lafayette College,,
__NO_DISTRICT__,No Parent District,74711,Klett World Languages Demo Academy 2,,
__NO_DISTRICT__,No Parent District,74711,Klett World Languages Demo Academy 2,,
__NO_DISTRICT__,No Parent District,74711,Klett World Languages Demo Academy 2,,
__NO_DISTRICT__,No Parent District,74711,Klett World Languages Demo Academy 2,,
__NO_DISTRICT__,No Parent District,74711,Klett World Languages Demo Academy 2,,
__NO_DISTRICT__,No Parent District,74711,Klett World Languages Demo Academy 2,,
__NO_DISTRICT__,No Parent District,74711,Klett World Languages Demo Academy 2,,
__NO_DISTRICT__,No Parent District,74647,KWL Florida Adoption,,
__NO_DISTRICT__,No Parent District,74647,KWL Florida Adoption,,
__NO_DISTRICT__,No Parent District,74647,KWL Florida Adoption,,
__NO_DISTRICT__,No Parent District,74647,KWL Florida Adoption,,
__NO_DISTRICT__,No Parent District,74647,KWL Florida Adoption,,
__NO_DISTRICT__,No Parent District,74647,KWL Florida Adoption,,
__NO_DISTRICT__,No Parent District,61617,21421-21421-St. Luke's School,,
__NO_DISTRICT__,No Parent District,74183,Hollow Rock-Bruceton Special School District,,
__NO_DISTRICT__,No Parent District,74275,Southern Berkshire Regional Test School,,
__NO_DISTRICT__,No Parent District,74219,Binghamton University,,
__NO_DISTRICT__,No Parent District,74219,Binghamton University,,
__NO_DISTRICT__,No Parent District,74219,Binghamton University,,
__NO_DISTRICT__,No Parent District,74219,Binghamton University,,
__NO_DISTRICT__,No Parent District,74217,Old Saybrook High School,,
__NO_DISTRICT__,No Parent District,68678,21340-Schoology Sandbox,,
__NO_DISTRICT__,No Parent District,74044,Wallingford-Swarthmore School PA,,
__NO_DISTRICT__,No Parent District,74044,Wallingford-Swarthmore School PA,,
__NO_DISTRICT__,No Parent District,74044,Wallingford-Swarthmore School PA,,
__NO_DISTRICT__,No Parent District,74044,Wallingford-Swarthmore School PA,,
__NO_DISTRICT__,No Parent District,74044,Wallingford-Swarthmore School PA,,
__NO_DISTRICT__,No Parent District,74044,Wallingford-Swarthmore School PA,,
__NO_DISTRICT__,No Parent District,74044,Wallingford-Swarthmore School PA,,
__NO_DISTRICT__,No Parent District,74044,Wallingford-Swarthmore School PA,,
__NO_DISTRICT__,No Parent District,74044,Wallingford-Swarthmore School PA,,
__NO_DISTRICT__,No Parent District,73993,Columbia University,,
__NO_DISTRICT__,No Parent District,73993,Columbia University,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,
