districtId,districtName,schoolId,schoolName
"60006","King School (CT)","61205","Entir"
"60006","King School (CT)","60927","King School"
"60006","King School (CT)","61237","US"
"59164","Hampshire County","61139","Hampshire Senior High School"
"59446","Upper Arlington City School District (OH)","60727","Hastings Middle School"
"59446","Upper Arlington City School District (OH)","60728","Jones Middle School"
"59446","Upper Arlington City School District (OH)","60726","Upper Arlington High School"
"60384","Crawfordsville Community Schools","60462","Crawfordsville High School"
"59541","Brooke County Schools","60382","Brooke High School"
"59541","Brooke County Schools","60383","Brooke Middle School"
"60337","Campbell Independent School District","63457","Campbell Elementary"
"60337","Campbell Independent School District","60339","Campbell High School"
"60337","Campbell Independent School District","63684","CAMPBELL ISD"
"59574","Cotati-Rohnert Park Unified School District","60406","Rancho Cotate High School"
"59574","Cotati-Rohnert Park Unified School District","79114","Technology High School"
"59542","Taylor County Schools","60659","Grafton High School"
"59542","Taylor County Schools","60658","Taylor County Middle School"
"58143","Elmwood Park School District","58254","Elmwood Park Memorial High School"
"58143","Elmwood Park School District","58255","Elmwood Park Memorial Middle School"
"58143","Elmwood Park School District","61603","Gilbert Avenue School"
"54718","ClassLink Certification","54721","ClassLink Elementary School"
"54718","ClassLink Certification","54719","ClassLink HS"
"54718","ClassLink Certification","54720","ClassLink MS"
"72367","15505-Murrieta Valley USD","",""
"71823","Murrieta Valley Unified School District SFTP","72002","Murrieta Canyon Academy"
"71823","Murrieta Valley Unified School District SFTP","72001","Murrieta Mesa High School"
"71823","Murrieta Valley Unified School District SFTP","71999","Murrieta Valley High School"
"71823","Murrieta Valley Unified School District SFTP","73156","Shivela Middle School"
"71823","Murrieta Valley Unified School District SFTP","73157","Thompson Middle School"
"71823","Murrieta Valley Unified School District SFTP","72000","Vista Murrieta High School"
"80993","Middleton-Cross Plains Area School District","80995","Glacier Creek Middle School"
"80993","Middleton-Cross Plains Area School District","80996","Kromrey Middle School"
"80993","Middleton-Cross Plains Area School District","80994","Middleton High School"
"80649","Ottawa Hills Local School District","80651","Ottawa Hills Elementary School"
"80649","Ottawa Hills Local School District","80650","Ottawa Hills Junior/Senior High School"
"80640","North Adams Public Sch Dist","80641","Drury High School"
"80631","Williamsville CSD","80632","Williamsville East High School"
"80631","Williamsville CSD","80633","Williamsville North High School"
"80631","Williamsville CSD","80634","Williamsville South High School"
"80581","Parkland School District","80582","Orefield Middle School"
"80581","Parkland School District","80584","Parkland High School"
"80581","Parkland School District","80583","Springhouse Middle School"
"80571","Vallejo City Unified School District","80573","Jesse Bethel High School"
"80571","Vallejo City Unified School District","80572","Vallejo High School"
"80521","University Prep Academy","80522","University Prep High School"
"80486","Des Moines Prep","80487","Des Moines Prep"
"80472","Allegany Co Public Sch Dist","80473","FORT HILL HIGH SCHOOL"
"80472","Allegany Co Public Sch Dist","80474","MOUNTAIN RIDGE HIGH SCHOOL"
"80396","Sun Prairie Area School District","80792","Central Heights Middle School"
"80396","Sun Prairie Area School District","80790","Patrick Marsh Middle School"
"80396","Sun Prairie Area School District","80966","Prairie Phoenix Academy"
"80396","Sun Prairie Area School District","80791","Prairie View Middle School"
"80396","Sun Prairie Area School District","80397","Sun Prairie East High School"
"80396","Sun Prairie Area School District","80398","Sun Prairie West High School"
"80325","Milwaukee Public Schools","80326","KING IB HS"
"80325","Milwaukee Public Schools","80327","MILW FRENCH IMMERSION SCHOOL"
"80197","Academica","80198","8020 - Mater Academy Davenport Middle School"
"80181","Wooster City School District","80182","Wooster High School"
"79914","Cape Girardeau School District 63","79916","Central Senior High School"
"79914","Cape Girardeau School District 63","79915","Terry W. Kitchen Junior High"
"79766","Upper St. Clair Township School District","79767","Upper St. Clair High School"
"79734","Normandy Schools Collaborative","79736","NMS at Lucas Crossing"
"79654","Salem City Schools","80548","Andrew Lewis Middle School"
"79654","Salem City Schools","79655","Salem High School"
"79636","Walnut Creek School District","79638","Tice Creek Middle School"
"79636","Walnut Creek School District","79637","Walnut Creek Intermediate School"
"79586","Tate Co School District","79589","Independence High School"
"79586","Tate Co School District","79587","Strayhorn High School"
"79629","Casady School","79630","Upper Division"
"79556","Alexandria City Public Schools","79557","Alexandria City High School (210)"
"79556","Alexandria City Public Schools","79905","Francis C. Hammond Middle School (170)"
"79556","Alexandria City Public Schools","79906","George Washington Middle School (10)"
"79556","Alexandria City Public Schools","79559","Jefferson-Houston PK-8 School (90)"
"79556","Alexandria City Public Schools","79558","Patrick Henry K-8 School (50)"
"79383","Lodi Unified School District","79384","Lodi High School"
"79278","Paradise Valley Unified School District","79539","North Canyon High School"
"79278","Paradise Valley Unified School District","79279","Paradise Valley High School"
"79278","Paradise Valley Unified School District","79280","Pinnacle High School"
"79278","Paradise Valley Unified School District","79281","Shadow Mountain High School"
"78929","Duchesne Academy of the Sacred Heart","78930","Duchesne Academy of the Sacred Heart"
"78650","South Sioux City CSD 22-0011","79167","Gateway To Learning"
"78650","South Sioux City CSD 22-0011","78651","South Sioux City High School"
"78530","Union-Endicott Ctl Sch Dist","78532","JennieF.SnappMiddleSchool/MiddleSchool"
"78530","Union-Endicott Ctl Sch Dist","78531","UnionEndicottHighSchool/HighSchool"
"78197","Wapato School District 207","78198","WAPATO HIGH SCHOOL"
"78116","Hawaii Dept Of Education","79939","Kailua Inter School"
"78116","Hawaii Dept Of Education","78117","Kalaheo High School"
"78009","Twinsburg City School District","78010","R B CHAMBERLIN MIDDLE SCHOOL"
"78009","Twinsburg City School District","78011","TWINSBURG HIGH SCHOOL"
"77924","Plum Borough School District","77926","Plum Middle School"
"77924","Plum Borough School District","77925","Plum Senior High School"
"77750","Carlsbad Unified School District","77752","Aviara Oaks Middle"
"77750","Carlsbad Unified School District","77753","Calavera Hills Middle"
"77750","Carlsbad Unified School District","77751","Carlsbad High"
"77750","Carlsbad Unified School District","77754","Sage Creek High"
"77750","Carlsbad Unified School District","77755","Valley Middle School"
"77050","Mount Horeb Area School District","77051","Middle School"
"77050","Mount Horeb Area School District","79907","Mt Horeb High Schl"
"76290","West Lafayette Community School District","76291","West Lafayette Junior / Senior"
"76007","Alameda Unified School District","76010","Alameda High School"
"76007","Alameda Unified School District","79222","Alameda Science & Technology Inst"
"76007","Alameda Unified School District","76009","Encinal Jr-Sr High School"
"76007","Alameda Unified School District","76008","Lincoln Middle School"
"76007","Alameda Unified School District","79908","Wood Middle School"
"73514","Dearborn Public School District","73580","Dearborn Magnet School"
"73514","Dearborn Public School District","73515","Dearborn Senior High"
"73514","Dearborn Public School District","73518","Edsel Ford Senior High"
"73514","Dearborn Public School District","73519","Fordson Senior High"
"73514","Dearborn Public School District","73540","Smith Middle School"
"73516","Portland Public Schools","73517","Portland High School"
"73151","Nogales Unified School Dist 1","73152","Nogales High School"
"73028","Whittier Union High Sch Dist","73030","California High School"
"73028","Whittier Union High Sch Dist","73034","La Serna High School"
"73028","Whittier Union High Sch Dist","73033","Pioneer High School"
"73028","Whittier Union High Sch Dist","73031","Santa Fe High School"
"73028","Whittier Union High Sch Dist","73029","Whittier High School"
"72807","San Diego Unified School District","",""
"72470","Brandywine Heights Area School District ","72471","Brandywine Heights High School"
"72360","Greater Albany Public Schools","72361","South Albany High School"
"72239","Greenfield Union School District","72246","Greenfield Middle School"
"72239","Greenfield Union School District","72247","McKee Middle School"
"72239","Greenfield Union School District","72240","Ollivier Middle School"
"72234","Puc Schools - Ca","",""
"72089","Kern High School District","80462","Constellation"
"72089","Kern High School District","72090","Ridgeview High School"
"71540","Jennings School District","",""
"71347","Grand Ledge Public School Dist","71349","Beagle Middle School"
"71347","Grand Ledge Public School Dist","71348","Grand Ledge High School"
"71296","Culpeper County Public Schools","71297","Culpeper County High School"
"71296","Culpeper County Public Schools","71299","Eastern View High School"
"71246","Waukee Community School District","71459","North Middle School"
"71246","Waukee Community School District","71251","Northwest High School"
"71246","Waukee Community School District","71249","Prairieview School"
"71246","Waukee Community School District","71458","South Middle School"
"71246","Waukee Community School District","71250","Timberline Middle School"
"71246","Waukee Community School District","77860","Trailridge School"
"71246","Waukee Community School District","71247","Waukee High School"
"71246","Waukee Community School District","71248","Waukee Middle School"
"71173","Divine Savior Academy","71181","Divine Savior Academy High School - Doral"
"71063","Lake Orion Community School District","71065","Lake Orion High School"
"71063","Lake Orion Community School District","71098","Oakview Middle School"
"71063","Lake Orion Community School District","71097","Scripps Middle School"
"71063","Lake Orion Community School District","71259","Waldon Middle School"
"71015","Rise Prep Mayoral Academy","71017","RISE Prep Upper Academy"
"70905","Poplar Bluff School District R1","70906","High School"
"70669","Colorado Springs School District 11","70670","Doherty High School"
"70669","Colorado Springs School District 11","70671","Palmer High School"
"70646","Northshore School District 417","71789","Inglemoor High School"
"70646","Northshore School District 417","71790","North Creek High School"
"70646","Northshore School District 417","70994","Woodinville High School"
"69709","DeKalb County School District","79400","Ashford Park Elementary School"
"69709","DeKalb County School District","69713","Chamblee High School"
"69709","DeKalb County School District","69711","Chamblee Middle School"
"69709","DeKalb County School District","79398","Evansdale Elementary School"
"69709","DeKalb County School District","79401","GLOBE Academy Charter School"
"69709","DeKalb County School District","69710","Kittredge Magnet Elementary"
"69709","DeKalb County School District","79399","Rockbridge Elementary"
"69709","DeKalb County School District","80789","Stone Mountain Middle School"
"69616","Oak Grove School District 68","69617","Oak Grove School"
"69253","Hesperia Unified School District","69254","Hesperia High School"
"69253","Hesperia Unified School District","79178","Hesperia Jr."
"69253","Hesperia Unified School District","71256","Mojave High"
"69253","Hesperia Unified School District","69256","Oak Hills High School"
"69253","Hesperia Unified School District","69255","Sultana High School"
"69250","Bellflower Unified School District","69251","Bellflower High School"
"69250","Bellflower Unified School District","80547","Las Flores Education Academy 9-12"
"69250","Bellflower Unified School District","69252","Mayfair High School"
"69166","Medford Area Public School District","69167","MEDFORD AREA SENIOR HIGH"
"69084","Douglas USD #27","69085","Douglas High School"
"69092","Jefferson Co School District","69093","Charles Town Middle School"
"69092","Jefferson Co School District","69628","Harpers Ferry Middle School"
"69092","Jefferson Co School District","70529","Jefferson High School"
"69092","Jefferson Co School District","69629","Shepherdstown Middle School"
"69092","Jefferson Co School District","69094","Washington High School"
"69092","Jefferson Co School District","70528","Wildwood Middle School"
"68936","Sioux City Community School District","68938","East High School"
"68936","Sioux City Community School District","68937","North High School"
"68936","Sioux City Community School District","68939","West High School"
"68783","South Western City Schools","68790","Central Crossing High School"
"68783","South Western City Schools","68784","Franklin Heights High School"
"68783","South Western City Schools","68785","Grove City High School"
"68783","South Western City Schools","68787","Westland High School"
"68756","Sedro Woolley School District 101","68757","SEDRO-WOOLLEY HIGH SCHOOL"
"68712","Lafayette Parish School District","68713","ACADIANA HIGH SCHOOL"
"68712","Lafayette Parish School District","69107","BROUSSARD MIDDLE SCHOOL"
"68712","Lafayette Parish School District","68715","CARENCRO HIGH SCHOOL"
"68712","Lafayette Parish School District","68874","DAVID THIBODAUX STEM MAGNET ACADEMY"
"68712","Lafayette Parish School District","68720","EARLY COLLEGE ACADEMY"
"68712","Lafayette Parish School District","68718","EDGAR MARTIN MIDDLE SCHOOL"
"68712","Lafayette Parish School District","68716","JUDICE MIDDLE SCHOOL"
"68712","Lafayette Parish School District","69172","L.J. ALLEMAN MIDDLE SCHOOL"
"68712","Lafayette Parish School District","68717","LAFAYETTE HIGH SCHOOL"
"68712","Lafayette Parish School District","68902","NORTHSIDE HIGH SCHOOL"
"68712","Lafayette Parish School District","68824","O. COMEAUX HIGH SCHOOL"
"68712","Lafayette Parish School District","68719","SCOTT MIDDLE SCHOOL"
"68712","Lafayette Parish School District","68721","SOUTHSIDE HIGH SCHOOL"
"68712","Lafayette Parish School District","71257","YOUNGSVILLE MIDDLE SCHOOL"
"68515","Ridgefield Park Sch District","68516","Ridgefield Park Junior-Senior High School"
"68452","Aurora Public School District","76730","Aurora Central Campus"
"68452","Aurora Public School District","76732","Charles Burrell Visual and Performing Arts 9-12"
"68452","Aurora Public School District","68453","Gateway High School"
"68452","Aurora Public School District","76731","Hinkley High School"
"68452","Aurora Public School District","68454","Rangeview High School"
"68387","Ogden City School District","68392","Ben Lomond High School"
"68387","Ogden City School District","68388","Highland Jr. High School"
"68387","Ogden City School District","68389","Mound Fort Jr. High School"
"68387","Ogden City School District","68391","Mount Ogden Jr. High School"
"68387","Ogden City School District","68395","Ogden High School"
"67111","Jackson County School District","67112","East Jackson Comprehensive High School"
"67111","Jackson County School District","67117","Empower College and Career Center"
"67111","Jackson County School District","67115","Jackson County High School"
"67111","Jackson County School District","68189","Legacy Knoll Middle School"
"67111","Jackson County School District","67116","West Jackson Middle School"
"67113","Riverside Public School District 96","67114","L. J. Hauser Junior High School"
"66023","East Providence City School District","66025","East Providence High School"
"66023","East Providence City School District","66024","Edward R. Martin Middle School"
"66023","East Providence City School District","66027","Riverside Middle School"
"63555","Liberty Union High School District","63556","Freedom High School"
"63555","Liberty Union High School District","63557","Heritage High School"
"63555","Liberty Union High School District","68683","Liberty High School"
"63416","Clarke County School District","63419","Burney-Harris-Lyons Middle School"
"63416","Clarke County School District","63422","Cedar Shoals High School"
"63416","Clarke County School District","63421","Clarke Central High School"
"63416","Clarke County School District","63417","Clarke Middle School"
"63416","Clarke County School District","63418","Coile Middle"
"63416","Clarke County School District","63420","Hilsman Middle School"
"63286","Rowland Unified School District","63287","Nogales High School"
"63286","Rowland Unified School District","63288","Rowland High School"
"63253","Fremont School District 79","63254","Fremont Middle School"
"62963","Wayzata School District 284","62964","Wayzata High School"
"61951","Salinas Union High School District","61952","Alisal High School"
"61951","Salinas Union High School District","61966","El Puente School"
"61951","Salinas Union High School District","61954","Everett Alvarez High School"
"61951","Salinas Union High School District","61957","Mount Toro High School"
"61951","Salinas Union High School District","61956","North Salinas High School"
"61951","Salinas Union High School District","61969","Rancho San Juan High School"
"61951","Salinas Union High School District","61958","Salinas High School"
"61907","Eastport-South Manor Ctrl School District","61908","Eastport South Manor Jr-Sr High School"
"61709","Cleveland Metro School District","73534","Campus International"
"61709","Cleveland Metro School District","73535","Garfield"
"61709","Cleveland Metro School District","72370","Luis Munoz Marin"
"61709","Cleveland Metro School District","61710","William Rainey Harper"
"61471","Elmbrook School District","61475","Brookfield Central High School"
"61471","Elmbrook School District","61472","Brookfield East High School"
"61471","Elmbrook School District","61473","Pilgrim Park Middle School"
"61471","Elmbrook School District","61474","Wisconsin Hills Middle School"
"61430","Mariposa Co Unified Sch Dist","61431","Mariposa County High School"
"61430","Mariposa Co Unified Sch Dist","69416","Sierra Home School"
"61428","Napa Valley Unified School District","61429","Unidos Mdl"
"61394","Chesapeake School District","75724","Chesapeake Virtual Academy High"
"61394","Chesapeake School District","72010","Chesapeake Virtual Academy Middle"
"61394","Chesapeake School District","61395","Deep Creek High"
"61394","Chesapeake School District","80408","Deep Creek Middle"
"61394","Chesapeake School District","61404","Grassfield High"
"61394","Chesapeake School District","61396","Great Bridge High"
"61394","Chesapeake School District","61400","Great Bridge Middle"
"61394","Chesapeake School District","61402","Hickory High"
"61394","Chesapeake School District","61403","Hickory Middle"
"61394","Chesapeake School District","61401","Hugo A. Owens Middle"
"61394","Chesapeake School District","61399","Indian River High"
"61394","Chesapeake School District","61397","Oscar Smith High"
"61394","Chesapeake School District","61398","Western Branch High"
"61394","Chesapeake School District","80407","Western Branch Middle"
"61172","Snoqualmie Valley School District 410","61173","Mount Si High School"
"61172","Snoqualmie Valley School District 410","61328","Two Rivers School"
"61088","Long Beach Unified School District","62311","Lindbergh STEM Academy"
"61088","Long Beach Unified School District","62309","Marshall Academy of the Arts"
"61088","Long Beach Unified School District","61096","Millikan High School"
"61088","Long Beach Unified School District","70873","Stephens Middle School"
"61088","Long Beach Unified School District","62314","Tincher Middle School"
"61088","Long Beach Unified School District","70970","Washington Middle School"
"61008","Montabella Community School District","61009","Montabella Junior/Senior High"
"60965","North Kitsap School District 400","61364","Kingston High School"
"60965","North Kitsap School District 400","60966","NORTH KITSAP HIGH SCHOOL"
"60961","Bloomfield Hills School Dist","60962","International Academy"
"60708","Donegal School District","60709","Donegal High School"
"60706","Durham Academy","60707","Durham Academy"
"60563","Redondo Beach Unified School District","60568","Adams Middle School"
"60563","Redondo Beach Unified School District","60569","Parras Middle School"
"60563","Redondo Beach Unified School District","60564","Redondo Union High School"
"59857","Pueblo City School District 60","59859","Centennial HS Design and Innovation Academy"
"59872","Belmont-Redwood Shores School District","59879","Nesbit School"
"59872","Belmont-Redwood Shores School District","59873","Ralston Middle School"
"59941","Alhambra Unified School District","59942","Alhambra High School"
"59941","Alhambra Unified School District","59945","Mark Keppel High School"
"59941","Alhambra Unified School District","59946","San Gabriel High School"
"60066","Township High School District 214","60070","Buffalo Grove High School"
"60066","Township High School District 214","60067","Elk Grove High School"
"60066","Township High School District 214","60073","John Hersey High School"
"60066","Township High School District 214","63558","Newcomer Center"
"60066","Township High School District 214","60072","Prospect High School"
"60066","Township High School District 214","60071","Rolling Meadows High School"
"60066","Township High School District 214","60069","Wheeling High School"
"60484","Berkeley County School District","61785","Berkeley County Virtual Students"
"60484","Berkeley County School District","60485","Hedgesville High School"
"60484","Berkeley County School District","60491","Hedgesville Middle School"
"60484","Berkeley County School District","60486","Martinsburg High School"
"60484","Berkeley County School District","60492","Martinsburg North Middle School"
"60484","Berkeley County School District","60493","Martinsburg South Middle School"
"60484","Berkeley County School District","60496","Mountain Ridge Middle School"
"60484","Berkeley County School District","60487","Musselman High School"
"60484","Berkeley County School District","60494","Musselman Middle School"
"60484","Berkeley County School District","60489","Spring Mills High School"
"60484","Berkeley County School District","60495","Spring Mills Middle School"
"78577","Baltimore County Public Schools","80144","Baltimore County Public Schools"
"78577","Baltimore County Public Schools","80145","Catonsville High"
"78577","Baltimore County Public Schools","80149","Dulaney High"
"78577","Baltimore County Public Schools","80147","Franklin High"
"78577","Baltimore County Public Schools","80148","Hereford High"
"78577","Baltimore County Public Schools","80146","Milford Mill Academy"
"78577","Baltimore County Public Schools","80153","Overlea High"
"78577","Baltimore County Public Schools","80151","Parkville High"
"78577","Baltimore County Public Schools","80152","Perry Hall High"
"78577","Baltimore County Public Schools","80150","Towson High"
"60879","Washington County School District","60883","Barbara Ingram School For The Arts"
"60879","Washington County School District","60882","Boonsboro High School"
"60879","Washington County School District","60881","Boonsboro Middle School"
"60879","Washington County School District","60970","Boyd J. Michael III Technical High School"
"60879","Washington County School District","60885","Clear Spring High School"
"60879","Washington County School District","60884","Clear Spring Middle School"
"60879","Washington County School District","70424","ConnectED"
"60879","Washington County School District","60887","E Russell Hicks Middle School"
"60879","Washington County School District","70425","ElectED SupportED"
"60879","Washington County School District","60886","Hancock Middle-Senior High School"
"60879","Washington County School District","60880","North Hagerstown High School"
"60879","Washington County School District","60888","Northern Middle School"
"60879","Washington County School District","60889","Smithsburg High School"
"60879","Washington County School District","60890","Smithsburg Middle School"
"60879","Washington County School District","60891","South Hagerstown High School"
"60879","Washington County School District","60892","Springfield Middle School"
"60879","Washington County School District","70848","Wash County Job Development Center"
"60879","Washington County School District","60973","Western Heights Middle School"
"60879","Washington County School District","60893","Williamsport High School"
"71238","16251-Vallejo City Unified School District -- Classlink 2024","",""
"59158","16250-Mishawaka (IN)","",""
"61851","16249-Milford Area Public Schools","",""
"60585","School City Of Mishawaka","",""
"59437","16194-International Academy East","",""
"70963","College Place School Dist 250","70964","COLLEGE PLACE HIGH SCHOOL"
"62827","Southern Door School District","62913","Rural Virtual Academy"
"62827","Southern Door School District","62911","Southern Door Elementary School"
"62827","Southern Door School District","62912","Southern Door High School"
"62827","Southern Door School District","62910","Southern Door Middle School"
"72056","Eau Claire Area School District","72057","MEMORIAL HIGH SCHOOL"
"78845","15740-Paradise Valley Unified School District","",""
"58277","Green Bay Area Public Schools","75625","Sub Account"
"60958","15648-West Covina Unified School District","",""
"74323","15634-Granby Public School District","",""
"73463","15505-Danvers Public Schools","",""
"63926","15505-Soledad Unified School District","",""
"59646","15505-San Dieguito Union High School District","",""
"58728","15505-[Disabled]San Dieguito Union High School District","",""
"61440","15505-Thompson School District R2-J","",""
"59884","15505-Palo Alto Unified School District","",""
"70728","15505-Mount Vernon School District 320","",""
"58707","15505-DO NOT USE","",""
"67191","15505-deleted_do_not_use_Oxford Community School District","",""
"58278","15505-DUPLICATE Millard Public School District","",""
"71138","15505-Culpeper County Schools","",""
"59877","15505-Kirkwood School District","",""
"71068","15505-Lakeville Area Public School District 194","",""
"68281","Knoxville CUSD 202","68282","Knoxville High School"
"77700","License Consumption Data Test","77701","License Data Test School1"
"77685","Test CW Canvas District","77686","Test CW Canvas District SCHOOL"
"76838","22071-newDerby Unified School District 260","",""
"75775","22071-Derby Unified School District 260","",""
"71084","Divine Savior Academy (FL)2025-03-07 15:15:37.344","",""
"70841","Ritenour School District","75985","Husky"
"70841","Ritenour School District","70842","Ritenour High School"
"71958","Oxford Public Schools","",""
"60385","21729-Jefferson County School District","",""
"74274","Southern Berkshire Regional School District","74276","Southern Berkshire Test School"
"61273","Grand Forks School District 1","61274","Grand Forks Central"
"61273","Grand Forks School District 1","61275","Red River High School"
"73652","Oxford Community School District MI2024-11-14 20:46:34.101","",""
"73539","St. Charles City School District R6","",""
"68629","21164-St. Charles City School District R6","",""
"59434","Cleveland Metro School District2024-09-23 18:05:29.069","",""
"59861","Bellevue School District","59871","Interlake High School"
"59861","Bellevue School District","59867","International School"
"59861","Bellevue School District","59870","Newport High School"
"59861","Bellevue School District","59866","Odle Middle School"
"59861","Bellevue School District","59863","Tyee Middle School"
"61480","20311-Sacramento City Unified School District","",""
"55204","#DEMO Klett Learning Platform (Dev) Sandbox","55205","City High School"
"55204","#DEMO Klett Learning Platform (Dev) Sandbox","55208","Default District Office (Auto-generated)"
"55204","#DEMO Klett Learning Platform (Dev) Sandbox","55209","Demoville Elementary (Auto-generated)"
"55204","#DEMO Klett Learning Platform (Dev) Sandbox","55206","Pineapple Elementary School"
"55204","#DEMO Klett Learning Platform (Dev) Sandbox","55207","Rockaway Beach Middle School"
"59432","Cedar Cliff Local Schools2024-08-12 16:10:26.918","",""
"69112","KWL School District","69115","KWL High School"
"69112","KWL School District","69116","KWL Middle School"
"67897","Prince William County Public Schools","67898","Battlefield High School"
"67897","Prince William County Public Schools","68178","Benton MS"
"67897","Prince William County Public Schools","68179","Beville MS"
"67897","Prince William County Public Schools","68158","Brentsville District High School"
"67897","Prince William County Public Schools","68159","Bull Run Middle School"
"67897","Prince William County Public Schools","68160","Colgan High School"
"67897","Prince William County Public Schools","68164","Forest Park High School"
"67897","Prince William County Public Schools","68166","Fred M. Lynn Middle School"
"67897","Prince William County Public Schools","68168","Freedom High School"
"67897","Prince William County Public Schools","68169","Gainesville High School"
"67897","Prince William County Public Schools","68171","GAINESVILLE MIDDLE SCHOOL"
"67897","Prince William County Public Schools","68172","Gar-Field Senior High School"
"67897","Prince William County Public Schools","68167","George M. Hampton Middle School"
"67897","Prince William County Public Schools","68170","Graham Park Middle School"
"67897","Prince William County Public Schools","68165","Hylton HS"
"67897","Prince William County Public Schools","68162","Lake Ridge MS"
"67897","Prince William County Public Schools","68137","Marsteller MS"
"67897","Prince William County Public Schools","68138","Nokesville School"
"67897","Prince William County Public Schools","68140","Osbourn Park"
"67897","Prince William County Public Schools","68141","Parkside MS"
"67897","Prince William County Public Schools","68142","Patriot HS"
"67897","Prince William County Public Schools","68144","Pennington Traditional"
"67897","Prince William County Public Schools","68145","Porter Traditional"
"67897","Prince William County Public Schools","68147","Potomac HS"
"67897","Prince William County Public Schools","68148","Potomac MS"
"67897","Prince William County Public Schools","68149","Potomac Shores MS"
"67897","Prince William County Public Schools","67902","Prince William County WAN"
"67897","Prince William County Public Schools","68150","Reagan MS"
"67897","Prince William County Public Schools","68151","Rippon MS"
"67897","Prince William County Public Schools","68152","Saunders MS"
"67897","Prince William County Public Schools","68157","Stuart M. Beville Middle School"
"67897","Prince William County Public Schools","68153","Unity Braxton MS"
"67897","Prince William County Public Schools","68154","Unity Reed HS"
"67897","Prince William County Public Schools","68156","Woodbridge HS"
"67897","Prince William County Public Schools","68161","Woodbridge MS"
"61674","Placentia Yorba Linda USD","61685","Bernardo Yorba Middle School"
"61674","Placentia Yorba Linda USD","61681","Buena Vista Virtual Academy"
"61674","Placentia Yorba Linda USD","61677","El Dorado High School"
"61674","Placentia Yorba Linda USD","61679","Esperanza High School"
"61674","Placentia Yorba Linda USD","61683","Kraemer Middle School"
"61674","Placentia Yorba Linda USD","61682","Parkview School"
"61674","Placentia Yorba Linda USD","61686","Travis Middle School"
"61674","Placentia Yorba Linda USD","61684","Tuffree Middle School"
"61674","Placentia Yorba Linda USD","61675","Valencia High School"
"61674","Placentia Yorba Linda USD","61680","Yorba Linda High School"
"61674","Placentia Yorba Linda USD","61687","Yorba Linda Middle School"
"65517","Auburn School District 408","65518","AUBURN HIGH SCHOOL"
"65517","Auburn School District 408","65519","AUBURN MOUNTAINVIEW H. S."
"65517","Auburn School District 408","65520","AUBURN RIVERSIDE HIGH SCHOOL"
"54846","ClassLink Test District","54853","(QATeam)"
"54846","ClassLink Test District","54854","(QATeam)-2"
"54846","ClassLink Test District","54850","ClassLink ES"
"54846","ClassLink Test District","54848","ClassLink HS"
"54846","ClassLink Test District","54849","ClassLink MS"
"54846","ClassLink Test District","57761","Klett Classlink Test"
"54846","ClassLink Test District","54851","Klett World Languages, Inc."
"54846","ClassLink Test District","54852","Klett World Languages, Inc.-2"
"58881","Gwinnett County School District","62130","Collins Hill High School"
"58881","Gwinnett County School District","62131","Dacula Middle School"
"58881","Gwinnett County School District","62176","ISC"
"58881","Gwinnett County School District","62133","Lanier Middle School"
"58881","Gwinnett County School District","62135","McConnell Middle School"
"58881","Gwinnett County School District","62136","Meadowcreek High School"
"58881","Gwinnett County School District","62137","Mill Creek High School"
"58881","Gwinnett County School District","62132","Mountain View High School"
"58881","Gwinnett County School District","62138","Pinckneyville Middle School"
"58881","Gwinnett County School District","62134","Seckinger High School"
"58881","Gwinnett County School District","62139","Shiloh High School"
"65637","CLASSLINK DEPRECATED DO NOT USE St. Charles Community Unit School District 303","",""
"67452","Poplar Bluff School District","",""
"66642","Waukee Community School District2024-06-03 18:39:47.039","",""
"59874","Cupertino Union School District","59876","Cupertino Middle School"
"59874","Cupertino Union School District","59880","Hyde Middle School"
"59874","Cupertino Union School District","59882","Kennedy Middle School"
"59874","Cupertino Union School District","59875","Lawson Middle School"
"59874","Cupertino Union School District","59883","Miller Middle School"
"62008","Fremont Unified School District","62013","American High School"
"62008","Fremont Unified School District","62009","Centerville Middle School"
"62008","Fremont Unified School District","62011","Irvington High School"
"62008","Fremont Unified School District","63452","Thornton Middle School"
"62008","Fremont Unified School District","62010","William Hopkins Middle School"
"65331","Davis Joint Unified School District","65336","Da Vinci Charter Academy"
"65331","Davis Joint Unified School District","65335","Davis Senior High School"
"65331","Davis Joint Unified School District","65333","Emerson Junior High School"
"65331","Davis Joint Unified School District","65332","Harper Junior High School"
"65331","Davis Joint Unified School District","65334","Holmes Junior High School"
"65657","ClassLink Demo District2024-04-05 14:45:26.341","",""
"63023","Pgcps.org RFP District","",""
"62969","Demo School District","62978","Maplewood High School (Demo)"
"62969","Demo School District","62977","Windy City High School (Demo)"
"62734","OneRoster Test","",""
"62263","King's Schools (WA)","62420","King's Schools"
"62148","King's Schools (WA)2023-10-05 18:56:47.861","",""
"59441","Chesapeake Public Schools2023-09-08 17:50:50.593","",""
"59443","Long Beach Unified School District2023-08-24 15:52:11.014","",""
"60950","West Covina Placeholder2023-08-22 03:12:24.932","",""
"59368","Washington County Public Schools (MD)2023-08-18 22:12:03.668","",""
"59442","School City of Mishawaka2023-08-14 19:49:12.395","",""
"59600","Millard Public School District","",""
"58419","DUPLICATE Pueblo SD 60 DO NOT USE","59522","Test School"
"59547","Kirkwood School District2023-08-08 15:08:44.045","",""
